# Credits to https://github.com/JeffSackmann/tennis_wta
Id,First Name,Last Name,Country
213750,Zhanlan,Wei,CHN
213751,En Pei,Huang,TPE
213752,Yi Chi,Ma,TPE
213753,Thai Sa Grana,Pedretti,BRA
213754,Rebecca,Weissmann,USA
213755,Erika,Drozd Pereira,BRA
213756,Julia,Albuquerque,BRA
213757,Camila,Wesbrooks,USA
213758,Karyn,Guttormsen,USA
213759,Nadja,Dzafic,BIH
213760,Damira,Muminovic,BIH
213761,Marina,Hruba,CZE
213762,Lejla,Colic,BIH
213763,Dajana,Dukic,SRB
213764,Mina,Markovic,SRB
213765,Lina,Hohnhold,GER
213766,Michele,Erkens,GER
213767,Ayla,Aksu,USA
213768,Alona,Shubina,UKR
213769,Barbara Guadalupe,Urrutia,ARG
213770,Anna,Dollar,UKR
213771,Rasheeda,Mcadoo,USA
213772,Amy,Zhu,USA
213773,Yeong Won,Jeong,KOR
213774,Suyeon,Choi,KOR
213775,Yu Jin,Ahn,KOR
213776,Lorena,Madahuar,MEX
213777,Joana,Ferreira,POR
213778,Maurien,Rikkert,NED
213779,Raluca Georgiana,Serban,ROU
213780,Andreea Amalia,Rosca,ROU
213781,Jasmine Marina,Coteanu,ROU
213782,Mihaela,Ghioca,ROU
213783,Elena,Sava,ROU
213784,Andreea Maria,Trocan,ROU
213785,Iulia Maria,Ivascu,ROU
213786,Emel,Abibula,ROU
213787,Andrea,Ivanovic,SRB
213788,Emilija,Dancetovic,SRB
213789,Katarina,Jokic,BIH
213790,Nelli,Ponomareva,RUS
213791,Kamilla,Bolatova,KAZ
213792,Sofia,Smagina,RUS
213793,Gozal,Ainitdinova,KAZ
213794,Anastasia,Tokareva,RUS
213795,Ariana,Rodriguez,USA
213796,Petra,Januskova,CAN
213797,Luisa,Fernandez,USA
213798,Yunjeong,Park,KOR
213799,Yuanyi,Yu,CHN
213800,Mineri,Sukegawa,JPN
213801,Shiori,Fukuda,JPN
213802,Aiko,Yoshitomi,JPN
213803,Inger,Van Dijkman,NED
213804,Marie,Leduc,CAN
213805,Mary,Weatherholt,USA
213806,Gabriela Aura,Zarnoveanu,ROU
213807,Cristina,Moroi,ROU
213808,Alisa,Martinov,MDA
213809,Hayley,Macpherson,GBR
213810,Ananya,Sarkar,IND
213811,Soledad,Calderon Arroyo,ESP
213812,Belen,Calero Vega,ESP
213813,Sara,Mechaala Gordillo,ESP
213814,Dzina,Milovanovic,SRB
213815,Tanja,Gligoric,CAN
213816,Nikolina,Jovic,SRB
213817,Muazzez,Demirci,TUR
213818,Zhanelya,Turarbek,KAZ
213819,In Young,Hwang,KOR
213820,Gun Hee,Kim,KOR
213821,Wushuang,Zheng,CHN
213822,Verena,Hofer,ITA
213823,Alessandra,Simonelli,ITA
213824,Britt,Schreuder,NED
213825,Aashima,Garg,IND
213826,Plobrung,Plipuech,THA
213827,Magdalena,Stoilkovska,MKD
213828,Chompoothip,Jandakate,THA
213829,Sanya,Madan,IND
213830,Qiu Yu,Ye,CHN
213831,Teodora,Radosavljevic,SRB
213832,Rebeka,Stolmar,HUN
213833,Iulia,Truca,ROU
213834,Rebecca,Kaineder,AUT
213835,Alba,Carrillo Marin,ESP
213836,Federica Joe,Gardella,ITA
213837,Ylena,In Albon,SUI
213838,Ria,Vaidya,SIN
213839,Nathania Ratih Putri,Karsita,INA
213840,Mia,Kasih,INA
213841,Tamachan,Momkoonthod,THA
213842,Jaipet,Anontaweesil,THA
213843,May,Wanvisa Thurakitseree,THA
213844,Monica Putri Kusuma,Wardhani,INA
213845,Latifah Amelia,Dinar,INA
213846,Isabella,Williams,AUS
213847,Tereza,Melicharkova,CZE
213848,Kristi,Boxx,USA
213849,Nicole,Fossa Huergo,ITA
213850,Barbara,Oliveira,BRA
213851,Karolina,Novotna,CZE
213852,Hollie,Bees,GBR
213853,Eliessa,Vanlangendonck,BEL
213854,Elena,Van Der Sypt,BEL
213855,Magali,Kempen,BEL
213856,Ganna,Akhinko,UKR
213857,Nonna,Kurginyan,RUS
213858,Sara,Neto,POR
213859,Angela,Leweurs,FRA
213860,Ana,Roman Dominguez,ESP
213861,Ronit,Yurovsky,USA
213862,Julia Christine,Fellerhoff,USA
213863,Kristina N,Smith,USA
213864,Macie,Elliott,USA
213865,Nishtha,Dudeja,IND
213866,Aandrita,Deb,IND
213867,Bridget,Liddell,NZL
213868,Ekaterina,Tretyak,RUS
213869,Alena,Vasilyeva,RUS
213870,Alija,Merdeeva,RUS
213871,Emma,Ek,SWE
213872,Anna,Vrbenska,CZE
213873,Gabriela Andrea,Knutson,CZE
213874,Caroline,Sautter,GER
213875,Nina,Holanova,CZE
213876,Anna Lena,Linden,GER
213877,Antonina,Lysakova,RUS
213878,Milka Emilia,Pasanen,FIN
213879,Barbara,Kotelesova,SVK
213880,Lucia,Ioli,ITA
213881,Josephine,Hofmann,GER
213882,Lena,Reichel,AUT
213883,Denisa,Kulhankova,CZE
213884,Alexis,Prokopuik,CAN
213885,Rosie,Johanson,CAN
213886,Jessica,Perez,USA
213887,Renata,Zarazua,MEX
213888,Britt,Geukens,BEL
213889,Greetje,Minnen,BEL
213890,Morgane,Michiels,BEL
213891,Amanda,Andrade Silva,BRA
213892,Nazrin,Jafarova,AZE
213893,Irem,Kaftan,TUR
213894,Blanca Elena,Butnaru,ROU
213895,Cisil Buse,Ilgazli,TUR
213896,Elina,Nepliy,RUS
213897,Maria,Silva,BRA
213898,Rhiann,Newborn,USA
213899,Frances,Altick,USA
213900,Rona,Berisha,GBR
213901,Moira Valeria,Miranda,BOL
213902,Isabel Veronica,Boada,BOL
213903,Davina,Meza,BOL
213904,Camila,Ramos,BOL
213905,Laura Mariana,Montalvo,BOL
213906,Maria,Zubkova,RUS
213907,Kelly,Shaffer,USA
213908,Yuriko,Miyazaki,JPN
213909,Clemence,Fayol,FRA
213910,Sabina,Safarova,KAZ
213911,Sofiya,Bogatova,RUS
213912,Ana,Glumac,SRB
213913,Milica,Cortanovacki,SRB
213914,Anita,Safronenka,BLR
213915,Isidora,Pejovic,SRB
213916,Milica,Sljukic,MNE
213917,Sara,Grubac,SRB
213918,Maria,Figueroa,ARG
213919,Madeleine,Boepple,GER
213920,Ingy,Hashish,EGY
213921,Aida,Kalimullina,RUS
213922,Jente,Smit,BEL
213923,Nina,Alibalic,CRO
213924,Tamara,Tomic,SRB
213925,Natalia,Zorgovska,SVK
213926,Bianca,Turati,ITA
213927,Veronica,Napolitano,ITA
213928,Ekaterina,Lopes,RUS
213929,Kindha,Nacef,EGY
213930,Zeina,El Tawil,EGY
213931,Sara,Sherif,EGY
213932,Viktoriia,Fedorova,RUS
213933,Anna,Kraus,AUT
213934,Nora,Niedmers,GER
213935,Patricia,Boentgen,GER
213936,Malin,Cubukcu,GER
213937,Marie,Mayerova,CZE
213938,Tereza,Kolarova,CZE
213939,Adela,Jarosova,CZE
213940,Nikola,Schweinerova,CZE
213941,Anastasia,Zarytska,UKR
213942,Stephanie,Tedja Abdi,NED
213943,Vineeta,Singh,IND
213944,Pranjala,Yadlapalli,IND
213945,Hye Ji,Ju,KOR
213946,Jin Ju,Lee,KOR
213947,Ying,Zhang,CHN
213948,Dabin,Kim,KOR
213949,Hanna,Chang,USA
213950,Makoto,Nishida,JPN
213951,Sabina,Shaydullina,RUS
213952,Iva,Ivkovic,SRB
213953,Margaux,Deagostini,SUI
213954,Sara,Marcionni,ITA
213955,Sara,Orellana,SUI
213956,Katrin,Tebaldini,ITA
213957,Daria,Vasekina,RUS
213958,Giulia,Squadrin,ITA
213959,Natasha,Piludu,ITA
213960,Vera,Ploner,ITA
213961,Silvia,Mocciola,ITA
213962,Yuseung,Suh,KOR
213963,Izumi,Asano,JPN
213964,Yuko,Kimura,JPN
213965,Minami,Akiyama,JPN
213966,Stephanie,Yamada,AUS
213967,Nihed,Benkaddour,ALG
213968,Souha,Chibout,ALG
213969,Rocio,Juarez,ARG
213970,Ines,Chibout,ALG
213971,Sihem,Sahli,ALG
213972,Ines,Ibbou,ALG
213973,Saadia,Belhadj,ALG
213974,Lamis,Alhussein Abdel Aziz,EGY
213975,Marija,Mastilovic,SRB
213976,Diana,Demidova,RUS
213977,Yulia,Bryzgalova,RUS
213978,Zhi Yan,Ye,CHN
213979,Camille,Maisonnave,FRA
213980,Sandra,Andriamarosoa,MAD
213981,Alpha,Ambaye,FRA
213982,Gabriela,Feitosa Rezende,BRA
213983,Kathleen,Biong Percegona,BRA
213984,Isabella,Gaban,BRA
213985,Marcelle,Cirino,BRA
213986,Ksenia,Slavina,RUS
213987,Elisabeth,Lyukshinova,RUS
213988,Yulia,Shupenia,BLR
213989,Nina,Asanin,SRB
213990,Natalia,Pishchaeva,RUS
213991,Valentina,Kulikova,RUS
213992,Stefani,Hofer,ARG
213993,Maria Belen,Da Luz,ARG
213994,Tamara,Bojanic,MNE
213995,Ines Belkis,Alimoussa,ALG
213996,Anabel,Ossombi,UKR
213997,Shivani,Manchanda,IND
213998,Ipek,Oz,TUR
213999,Alina,Pakharenko,UKR
214000,Inci,Ogut,TUR
214001,Irina,Lidkovskaya,RUS
214002,Natalie,Suk,USA
214003,Nikola,Tomanova,CZE
214004,Vendula,Zovincova,CZE
214005,Katerina,Brozova,CZE
214006,Petia,Arshinkova,BUL
214007,Dasha,Ivanova,USA
214008,Elizabeth,Kilborn,USA
214009,Kalina,Bozhilova,BUL
214010,Victoria,Ocheva,BUL
214011,Hristina,Dyankova,BUL
214012,Viktoriya,Zheleva,BUL
214013,Yelyzaveta,Pletnyeva,UKR
214014,Adriana,Sosnovschi,MDA
214015,Brianna,Lashway,USA
214016,Kristin,Wiley,USA
214017,Kristina,Mathis,USA
214018,Maddie,Pothoff,USA
214019,Raveena,Kingsley,USA
214020,Amina,Anshba,RUS
214021,Emilie,Elsvad,DEN
214022,Elba,Kasum,AUT
214023,Mia,Jurasic,CRO
214024,Tea,Jandric,CRO
214025,Petra,Granic,CRO
214026,Natalija,Sipek,SLO
214027,Milagros,Montero,ARG
214028,Ornella,Garavani,ARG
214029,Andrea,Nikic,BIH
214030,Nikoleta,Bulatovic,MNE
214031,Farah,Baklouti,TUN
214032,Chiraz,Bechri,TUN
214033,Yasmine,Ben Abdallah,TUN
214034,Petra,Pokorna,CZE
214035,Oumeima,Charrad,TUN
214036,Yessmine,Zhir,TUN
214037,Julie,Queval,FRA
214038,Judith Maria,Barrios Rolon,PAR
214039,Ines,Canepa,URU
214040,Kimberly,Birrell,AUS
214041,Bianka,Bekefi,HUN
214042,Reem,Fayed,EGY
214043,Daniella,Moreno Kaste,USA
214044,Arianna Maria,Stagni Lailla,PAR
214045,Masa,Jovanovic,AUS
214046,Grace Maleka,Mpassy Nzoumba,GER
214047,Vasilisa,Aponasenko,RUS
214048,Katarina,Stresnakova,SVK
214049,Nevena,Georgieva,BUL
214050,Elizabeth,Danailova,BUL
214051,Minami,Uesugi,JPN
214052,Nour,Tohamy,EGY
214053,Laura D,Arciniegas,COL
214054,Yulieth Eliana,Blanco Molina,COL
214055,Sofia,Munera Sanchez,COL
214056,Angelica Maria,Ochoa Martinez,COL
214057,Luisa Fernanda,Echeverry Rodriguez,COL
214058,Juliana,Valero,COL
214059,Ana M,Becerra,COL
214060,Yuliana,Monroy,COL
214061,Diana,Monsalve,COL
214062,Natalia,Kattah,COL
214063,Nelly,Garcia Sanchez,COL
214064,Camila Andrea,Velasquez Moreno,COL
214065,Laura,Gomez,USA
214066,Loveth,Nnadozie,NGR
214067,Idia,Amen,USA
214068,Chloe Michele,Ouellet Pizer,USA
214069,Mixcoatl,Trabulse Garcia,MEX
214070,Morgan,Barnhill,USA
214071,Alejandra,Diaz Mares,MEX
214072,Nikki,Kallenberg,USA
214073,Sianna,Simmons,USA
214074,Weronika Jasmina,Forys,POL
214075,Julia,Jung,GER
214076,Vania,Ivanova,BUL
214077,Daniela,Kabakova,BUL
214078,Luna,Milovanovic,SUI
214079,Luca,Fabian,HUN
214080,Nicole,Coopersmith,USA
214081,Katharina,Hobgarski,GER
214082,Darya,Kasatkina,RUS
214083,Chihiro,Matsumoto,JPN
214084,Miryam,Jabri,FRA
214085,Laura Alejandra,Gutierrez Gomez,COL
214086,Evelyn Briyeeth,Moreno Rivera,COL
214087,Aminat,Quadri,NGR
214088,Mercedes,Hammond,USA
214089,Antonella,Murialdo,ARG
214090,Maria Jose,Zehnder,ARG
214091,Maria Fernanda,Navarro Oliva,MEX
214092,Oceane,Garibal,FRA
214093,Devon,Kuijstermans,NED
214094,Vera,Aleshcheva,RUS
214095,Avital,Vulf,ISR
214096,Karolina,Muchova,CZE
214097,Ana Marija,Banic,CRO
214098,Caroline,Daxhelet,BEL
214099,Alejandra,Gil,VEN
214100,Maria Elena,Medina Betancourt,VEN
214101,Paola Valentina,Quintana Rojas,VEN
214102,Monica,Toledo,VEN
214103,Fabiola Estefania,Cardenas Gutierrez,VEN
214104,Jemileth,Aguilar,VEN
214105,Rocio Daniela,Merlo,ARG
214106,Guillermina,Naya,ARG
214107,Sofia Haydee,Nicolini,ARG
214108,Maria Sol,Zeyen,ARG
214109,Natalie,Laus,GER
214110,Emily,Burns,AUS
214111,Patricia,Cyranowski,GER
214112,Margarita,Markaki,GRE
214113,Ekaterina,Manekina,RUS
214114,Liudmila,Gazzaeva,RUS
214115,Elizaveta,Sokolova,RUS
214116,Kate,Zueva,UKR
214117,Diana,Spissakova,SVK
214118,Luca,Nagymihaly,HUN
214119,Rebeka,Masarova,SUI
214120,Catrine,Landstrom,SWE
214121,Petra,Melounova,CZE
214122,Laura Sarah,Ambrozic,SLO
214123,Kristina,Schmiedlova,SVK
214124,Anastasia,Bukhanko,RUS
214125,Andreia,Beberechi,ROU
214126,Anastasia,Trunina,RUS
214127,Valeriya,Savina,RUS
214128,Antonella,Martinetti,PER
214129,Camila,Vargas Gomez,PER
214130,Ana Lucia,Carneiro Revoredo,PER
214131,Maria Paula,Torres,PER
214132,Zamira,Jadue,CHI
214133,Lourdes,Sprinckmoller,USA
214134,Alejandra,Garmendia,PER
214135,Sheila,Jacobo,ARG
214136,Melany Solange,Krywoj,ARG
214137,Lourdes,Ramalle,ARG
214138,Oriana Belen,Labaqui,ARG
214139,Magdalena,Boado,URU
214140,Mariana,Borges,BRA
214141,Rafaela,Francisquiny,BRA
214142,Rafaella,Sampaio,BRA
214143,Jasmine Amber,Asghar,GBR
214144,Snezhana,Nekrasova,RUS
214145,Julia,Payola,ESP
214146,Marianna,Petrei,ITA
214147,Pia,Brglez,SLO
214148,Magdalena,Pantuckova,CZE
214149,Viktoria,Kuzmova,SVK
214150,Ioana,Bogdan,ROU
214151,Meriam,Rhallab,MAR
214152,Federica,Prati,ITA
214153,Zainab,Bendahhou,MAR
214154,Zineb,Rajib,MAR
214155,Tiare,Rebolledo,CHI
214156,Maria Concepcion,Bulilan,PHI
214157,Lara Isis,Teodoro De Oliveira,BRA
214158,Anastasiya,Shoshyna,UKR
214159,Kateryna,Baranivska,UKR
214160,Eva,Martinez Regalado,ESP
214161,Sandra,Bellver Fructuoso,ESP
214162,Anna,Shepita,RUS
214163,Margot,Decker,FRA
214164,Elisa,Elhadj,SUI
214165,Julie,Garret,FRA
214166,Milana,Gasymova,RUS
214167,Olivia,Pimia,FIN
214168,Elina,Joronen,FIN
214169,Johanna,Ranta Aho,FIN
214170,Anastasia,Artemova,RUS
214171,Birgit,Burk,EST
214172,Roosa,Timonen,FIN
214173,Yana,Parshina,RUS
214174,Kristina,Parviainen,FIN
214175,Natalia,Belova,RUS
214176,Valeria,Gorlats,EST
214177,Marie,Van Aelst,BEL
214178,Maria,Naoum,GRE
214179,Anastasia,Prokopenko,UKR
214180,Anna,Makhorkina,RUS
214181,Anastasia,Gasanova,RUS
214182,Veronica,Miroshnichenko,RUS
214183,Ghita,Lahjouji,MAR
214184,Celine,Schepers,BEL
214185,Diana,Krasnova,RUS
214186,Dea,Lako,CRO
214187,Anastasia,Smirnova,BEL
214188,Victoria,Smirnova,BEL
214189,Alicia,Herrero Linana,ESP
214190,Nicole,Baloescu,CAN
214191,Seone,Mendez,AUS
214192,Sofia,Salimova,RUS
214193,Simona,Heinova,CZE
214194,Ghita,Nassik,MAR
214195,Oceane,Razakaboana,MAD
214196,Ksenia,Tortsikava,BLR
214197,Valentina,Gonzalez Ramirez,COL
214198,Liz Andrea,Miranda,COL
214199,Valeria,Mantilla,COL
214200,Luz Angelica,Solano Delgado,COL
214201,Jocelijn,Cavero Roeper,NED
214202,Daniela Renee,Leitch,CHI
214203,Adi,Milstein,USA
214204,Pancha,Aguilar Sepulveda Francisca Gisella,CHI
214205,Antonella,Altamirano,ECU
214206,Elizaveta,Voronova,RUS
214207,Gorana,Kadijevic,CRO
214208,Andrea,Lippe,GER
214209,Klara,Mrcela,CRO
214210,Silvia,Gualtieri,ITA
214211,Barbara,Bacic,CRO
214212,Noelia,Bouzo Zanotti,ESP
214213,Rocio,Safont Branchadell,ESP
214214,Alba,Cortina Pou,ESP
214215,Maria,Toran Ribes,ESP
214216,Marta Huqi,Gonzalez Encinas,ESP
214217,Tatiana,Papakanellou,GRE
214218,Sissi,Kroustalaki,GRE
214219,Tessah,Andrianjafitrimo,FRA
214220,Margot,Yerolymos,FRA
214221,Ralina,Kalimullina,RUS
214222,Valeriya,Solopaeva,RUS
214223,Tsukasa,Yamaguchi,JPN
214224,Segun,Lesi,NGR
214225,Snehadevi S,Reddy,IND
214226,Vasanti,Shinde,IND
214227,Laura,Botero,COL
214228,Maria Juliana,Labrador Morales,COL
214229,Man Ying Maggie,Ng,HKG
214230,Chun Wing,Sher,HKG
214231,Anna,Collins,USA
214232,Bruna,Pacheco Chaves,BRA
214233,Julie,Razafindranaly,FRA
214234,Alisa,Kniazeva,RUS
214235,Laura,Garcia Martinez,ESP
214236,Angela,Fita Boluda,ESP
214237,Lara,Glavic,SLO
214238,Verena,Meliss,ITA
214239,Sara,Tomic,AUS
214240,Akshara,Iska,IND
214241,Vaibhavi,Trivedi,IND
214242,Teertha,Iska,IND
214243,Mahrukh,Kokni,IND
214244,Isha,Budwal,IND
214245,Srishti,Slaria,IND
214246,Julia,Thiem,GER
214247,Lena,Rueffer,GER
214248,Ann Sophie,Porry,FRA
214249,Angela,Charles Alfred,MRN
214250,Jacqueline,Boepple,GER
214251,Helene,Louvet,MRN
214252,Marika,Akkerman,CAN
214253,Alexandra,Champion,USA
214254,Alice,Rame,FRA
214255,Katarina,Guarino,USA
214256,Marta,Canas Alvarez,ESP
214257,Vinciane,Remy,FRA
214258,Costanza,Magazzini,ITA
214259,Valeriya,Denisenko,RUS
214260,Ana,Oparenovic,SLO
214261,Michaela,Gordon,USA
214262,Ena,Shibahara,USA
214263,Catherine Cartan,Bellis,USA
214264,Hadley,Berg,USA
214265,Madison,Westby,USA
214266,Martina,Kudelova,CZE
214267,Janina,Geiss,GER
214268,Antonia,Smallbone,GBR
214269,Hanna,Borjeson,SWE
214270,Lisa,Ponomar,GER
214271,Jaeda,Daniel,USA
214272,Razina,Shaibu,FRA
214273,Ksenia,Kuznetsova,RUS
214274,Adriana,Gergelyova,SVK
214275,Hana,Pektorova,CZE
214276,Yuan,Xin,CHN
214277,Bunyawi,Thamchaiwat,THA
214278,Mizuno,Kijima,JPN
214279,Aliya,Tarpischeva,RUS
214280,Malene,Stripp,DEN
214281,Jovana,Petrovic,SWE
214282,Emma,Haakansson,DEN
214283,Mila,Popivoda,SRB
214284,Dina,Zhamiyeva,KAZ
214285,Alina,Zolotareva,RUS
214286,Olga,Babanova,RUS
214287,Jeannez,Daniel,USA
214288,Jiahui,Chen,CHN
214289,Kseniia,Bekker,RUS
214290,Alisa,Tymofeyeva,UKR
214291,Mariya,Taukumova,KAZ
214292,Dea Ioanna,Petropoulou,GRE
214293,Milica,Novakovic,SRB
214294,Giulia,Della Cioppa,ITA
214295,Tereza,Mihalikova,SVK
214296,Erica,Oosterhout,USA
214297,Jessie,Aney,USA
214298,Andie K,Daniell,USA
214299,Lucie,Wargnier,FRA
214300,Alexandria,Stiteler,USA
214301,Tatiana,Pieri,ITA
214302,Barbara,Choon,POR
214303,Emma,Milicevic,SWE
214304,Vera,Lapko,BLR
214305,Arithzi,Vanzzini,MEX
214306,Gabriella,Umoquit,USA
214307,Andrea,Sanchez Sainz,MEX
214308,Carolina,Cuevas Bucio,MEX
214309,Kelly,Chen,USA
214310,Marta,Magalhaes,POR
214311,Ines,Mesquita,POR
214312,Sherazad,Reix,FRA
214313,Miu,Hongo,JPN
214314,Karin,Terami,JPN
214315,Amiru,Shimoguchi,JPN
214316,Ayaka,Santo,JPN
214317,Mallaurie,Noel,FRA
214318,Eleonore,Barrere,FRA
214319,Sara,Cakarevic,FRA
214320,Valentine,Bacher,FRA
214321,Arianna,Capogrosso,ITA
214322,Karolayne,Alexandre Da Rosa,BRA
214323,Marta,Bellucco,ITA
214324,Julia,Rosenquist,SWE
214325,Alena,Kovaleva,RUS
214326,Wu,Mei Qi,CHN
214327,Huijie,Li,CHN
214328,Xu Liu,Sun,CHN
214329,Shangqing,Yang,CHN
214330,Zi Yi,Wang,CHN
214331,Xiao Xuan,Guo,CHN
214332,Lidija,Samardzic,SRB
214333,Agustina,Santamaria Teixeira,URU
214334,Rosario,Perez Salinas,CHI
214335,Carla,Soto Villalobos,CHI
214336,Francisca,Vasquez Pongruber,CHI
214337,Daiana,Hail,ARG
214338,Sabina,Latypova,KAZ
214339,Arina,Petrova,RUS
214340,Maria,Zotova,RUS
214341,Katya,Malikova,UKR
214342,Milana,Lysova,KAZ
214343,Marta,Paigina,RUS
214344,Shakhnoza,Khatamova,UZB
214345,Mariana Mayer,Humberg,BRA
214346,Carolina,Barsante,BRA
214347,Terri,Fleming,USA
214348,Olla,Mourad,QAT
214349,Alina Iuliana,Virsa,ROU
214350,Frana,Ugarkovic,CRO
214351,Rikeetha,Pereira,IND
214352,Areej,Fareh,TPE
214353,Teodora,Sabljarevic,SRB
214354,Kalpaka,Pradip,IND
214355,Angel,Saleh,USA
214356,Sanjana,Sudhir,IND
214357,Fabiana,Pitisci,BEL
214358,Tereza,Janatova,CZE
214359,Doga Selen,Takunyaci,TUR
214360,Natalie,Cvackova,CZE
214361,Karina,Komaruk,RUS
214362,Sara,Ramadan,EGY
214363,Yui,Saikai,JPN
214364,Abinikka,Renganathan,IND
214365,Reshma,Ganapathy,IND
214366,Swetha,Sree Hari,IND
214367,Arthi,M,IND
214368,Bhavani,Balakumar,IND
214369,Leslie,Espinoza,PER
214370,Mariana,Otero,PER
214371,Maricielo,Torres Chihuan,PER
214372,Daniela,Vukovic,SUI
214373,Georgina,Axon,GBR
214374,Miriam,Monsutti,ITA
214375,Elisa,Cordovani,ITA
214376,Sara,Palcic,SLO
214377,Barbara,Rajic,CRO
214378,Margita,Sunjic,CRO
214379,Marta,Kowalska,POL
214380,Tomiris,Koshmukhanova,KAZ
214381,Vera,Sakalouskaya,BLR
214382,Jennifer,Moinard,FRA
214383,Michelle,Janis,GER
214384,Grace,Janis,GER
214385,Yixuan,Li,CHN
214386,Xinyu,Gao,CHN
214387,Monique,Belovukovic,AUS
214388,Anna,Bondar,HUN
214389,Sasipa,Permpanich,THA
214390,Kamonluk,Kittitanom,THA
214391,Napharat,Swangkaew,THA
214392,Maria,Smith,USA
214393,Priyachanok,Sukkanha,THA
214394,Feruzabonu,Saidova,UZB
214395,Angelina,Kholikulova,RUS
214396,Anastasia,Reimchen,GER
214397,Mollie,Crouch,GBR
214398,Natsuho,Arakawa,JPN
214399,Alexis,Nelson,USA
214400,Rianna,Valdes,USA
214401,Ana,Akhalkatsi,GEO
214402,Assel,Jumamukhambetova,KAZ
214403,Martina,Lo Pumo,ITA
214404,Michela,Verpelli,ITA
214405,Mirjam,Bjorklund,SWE
214406,Linnea,Bjork,SWE
214407,Pornpawee,Premthong,THA
214408,Lu,Yu,CHN
214409,Thanyarat,Karnjanapong,THA
214410,Kristina,Pastukhova,RUS
214411,Savannah,Sills,GBR
214412,Anastasia,Tsyganova,RUS
214413,Preethi,Srinivasan,IND
214414,Vanshika,Sawhney,IND
214415,Rishika,Ravindran,IND
214416,Sindhu,Janagam,IND
214417,Sansriti,Ranjan,IND
214418,Vaidehi,Chaudhari,IND
214419,Nina,Kalezic,MNE
214420,Adriana,Rajkovic,CRO
214421,Zuzanna,Szuszkiewicz,POL
214422,Salima,Fendri,TUN
214423,Maria,Viarkhusha,BLR
214424,Rebecca,Bran,AUS
214425,Amanda,Bran,AUS
214426,Giulia,Crescenzi,ITA
214427,Anna,Klebleeva,RUS
214428,Ilayda,Yondem,TUR
214429,Diana,Bakuta,UKR
214430,Giulia,Cascapera,ITA
214431,Barbora,Palcatova,SVK
214432,Katarzyna,Skrzypczynska,POL
214433,Katarzyna,Wysoczanska,POL
214434,Joanna,Skrzypczynska,POL
214435,Agata Jadwiga,Bienkowska,POL
214436,Michalina,Jedrzejczak,POL
214437,Arezo,Ghannadan,SWE
214438,Ida,Jarlskog,SWE
214439,Ares,Llobera Irun,ESP
214440,Alba,Conejero Gutierrez,ESP
214441,Marina,Olalla Abajo,ESP
214442,Lidia,Moreno Arias,ESP
214443,Laia,Conejero Gutierrez,ESP
214444,Estela,Perez Somarriba,ESP
214445,Mireia,Polo,ESP
214446,Teresa,Zorrilla Medrano,ESP
214447,Noa,Lasry,ISR
214448,Sofiya,Esterman,RUS
214449,Melanie,Kovacic,CRO
214450,Mouna,Bouzgarrou,TUN
214451,Megen,Cochran,USA
214452,Caroline,Dolehide,USA
214453,Sophie,Chang,USA
214454,Nicole,Mitchell,USA
214455,Andrina,Peer,SUI
214456,Anjana,Suresh,CAN
214457,Rosanna,Maffei,ITA
214458,Virginia,Ciccone,ITA
214459,Lucia,Bronzetti,ITA
214460,Manca,Pislak,SLO
214461,Tamara,Zidansek,SLO
214462,Tjasa,Jerse,SLO
214463,Yuval,Keren,ISR
214464,Shir,Azran,ISR
214465,Maya,Tahan,ISR
214466,Sarlota,Cesnekova,SVK
214467,Xiuyuan,Li,CHN
214468,Milena,Amedieva,UZB
214469,Gulnara,Axmedova,UZB
214470,Fariza,Abdullaeva,UZB
214471,Alina,Lazareva,KGZ
214472,Polina,Miroshnichenko,RUS
214473,Jacqueline,Pelletier,USA
214474,Myriam,Sopel,FRA
214475,Sonora,Ijdo,NED
214476,Phenomena,Radovcic,SUI
214477,Alina,Zubkova,BLR
214478,Alona,Kruglov,ISR
214479,Yarden,Akler,ISR
214480,Miriam Bianca,Bulgaru,ROU
214481,Madalina,Grigoriu,ROU
214482,Patricia,Eftenoiu,ROU
214483,Valeria,Mishina,BLR
214484,Alexandra Daniela,Nicoara,ROU
214485,Ioana,Guna,ROU
214486,Ioana Florentina,Popescu,ROU
214487,Ioana,Minca,ROU
214488,Jana,Boubelikova,CZE
214489,Balsen,Kaya,TUR
214490,Nejla,Gunay Karoglu,TUR
214491,Katie,Poluta,RSA
214492,Maria,Knott,AUS
214493,Michelle,Erasmus,RSA
214494,Ciney,Bekker,RSA
214495,Lindsay,Truscott,RSA
214496,Lee,Barnard,RSA
214497,Casandra,Metzer,RSA
214498,Natasha,Van Jaarsveld,RSA
214499,Lenice,Van Eyk,RSA
214500,Rouxanne,Janse Van Rensburg,RSA
214501,Zani,Barnard,RSA
214502,Nicole,Dzenga,ZIM
214503,Warona,Mdlulwa,RSA
214504,Valeriya,Urzhumova,RUS
214505,Haruna,Arakawa,JPN
214506,Saya,Usui,JPN
214507,Berfu,Cengiz,TUR
214508,Nurseda,Akovalier,TUR
214509,Nina,Khmelnitckaia,RUS
214510,Greta,Mokrousova,RUS
214511,Anastasia,Bursa,RUS
214512,Luiza,Sharipova,RUS
214513,Yulia,Sokolovskaya,RUS
214514,Anastasia,Chikalkina,RUS
214515,Anna,Iakovleva,RUS
