# Credits to https://github.com/JeffSackmann/tennis_wta
Id,First Name,Last Name,Country
205609,Marcela Guimaraes,Bueno,BRA
205610,Marcela,Gomez,COL
205611,Gabriela,Mejia Tenorio,COL
205612,Lais,Ogata,BRA
205613,Maria,Bayon,MEX
205614,Anna,Mangano,ITA
205615,Julia,Moriarty,IRL
205616,Xin,Wen,CHN
205617,Joohyoung,Kim,KOR
205618,Francisca,Sintes Martin,ESP
205619,Burce,Kurkan,TUR
205620,Hanna,Andreyeva,UKR
205621,Sandrine,Chevy,REU
205622,Lisa,Jamais,REU
205623,Milica,Tomic,SUI
205624,Clothilde,Falconetti,FRA
205625,Marine,Tirel,REU
205626,Melanie,Oosterhof,GER
205627,Desislava,Lazarova,BUL
205628,Anne Laure,Dorseuil,REU
205629,Laura,Babet,REU
205630,Kim,Stierli,SUI
205631,Phoebe,Di Leo,USA
205632,Pauline,Bourdet Fontaine,REU
205633,Lalatiana,Randriamanantena,FRA
205634,Kesy,Moison,REU
205635,Julie,Stas,BEL
205636,Diane,Trebalag,REU
205637,Laura,Gence,REU
205638,Benita,Milenkiewicz,AUS
205639,Fumika,Kumagai,JPN
205640,Rie,Imai,JPN
205641,Amie,Shyu,AUS
205642,Nevena,Selakovic,SRB
205643,Demi,Barao Rodrigues,POR
205644,Vishakha,Sheoran,IND
205645,Tanvi,Shah,IND
205646,Adnya,Naik,IND
205647,Tereza,Malikova,CZE
205648,Anastasia,Burmistrova,RUS
205649,Pavla,Smidova,CZE
205650,Sofia,Holden,MEX
205651,Ester,Masuri,ISR
205652,Eden,Doliveira,RSA
205653,Nicole,Monteiro,NED
205654,Lolia,Kienka,NGR
205655,Christie,Agugbom,NGR
205656,Vladlena,Petushkova,RUS
205657,Beauty,Macleod,NGR
205658,Ronke,Akingbade,NGR
205659,Lisa,Marshall,RSA
205660,Nicola,Mooney,GBR
205661,Anthonia,Onwochie,NGR
205662,Mary,Tenu Michael Christon,NGR
205663,Valerie,Menob,CMR
205664,Patricia,Veresova,SVK
205665,Emily,Gelber,USA
205666,Kimberley,Ruxton,AUS
205667,Alice,Watter,AUS
205668,Janelle,Cuthbertson,AUS
205669,Diana,Eriksson,SWE
205670,Katia,Viera Erbach,ESP
205671,Renee,Binnie,AUS
205672,Kate,Antosik,AUS
205673,Renee,Reinhard,NED
205674,Goele,Lemmens,BEL
205675,Martina,Balogova,SVK
205676,Claudia,Spincke,GER
205677,Monica,Pezzotti,COL
205678,Julia,Gavenko,RUS
205679,Ksenija,Grinshpun,RUS
205680,Daria,Abdrakhmanova,RUS
205681,Karina,Isayan,RUS
205682,Anastasia,Shchilinskaya,RUS
205683,Yana,Filyushina,RUS
205684,Ksenia,Moskal,RUS
205685,Christian,Thompson,USA
205686,Keri,Wong,USA
205687,Yuri,Kurashima,JPN
205688,Sabrina,Capannolo,USA
205689,Bo,Verhulsdonk,NED
205690,Weronika,Bloczynska,POL
205691,Mina,Saygi,TUR
205692,Svetlana,Smirnova,RUS
205693,Grace Sari,Ysidora,INA
205694,Helene,Auensen,NOR
205695,Josefin,Andersson,SWE
205696,Steffi,Bachofer,GER
205697,Chantal,Brutschin,GER
205698,Diana,Isaeva,RUS
205699,Oksana,Khomyk,UKR
205700,Emma,Flood,NOR
205701,Nataly,Yoo,USA
205702,Rubi,Morales,MEX
205703,Fernanda,Sandoval,MEX
205704,Wen,Sun,CHN
205705,Jing Jue,Lu,CHN
205706,Rui,Bao,CHN
205707,Maria,Belaya,USA
205708,Stephanie,Roy,CAN
205709,Brittany,Wowchuk,CAN
205710,Dominika,Dieskova,SVK
205711,Melissa,Mcqueen,CAN
205712,Monika,Hadvigerova,SVK
205713,Eugenia,Yordanova,BUL
205714,Julie,Gervais,FRA
205715,Natalia,Lozano Anton,ESP
205716,Amanda,Cunningham,GBR
205717,Holly,Richards,GBR
205718,Emily,Askew,GBR
205719,Barbora,Krtickova,CZE
205720,Kim Alena,Twelker,GER
205721,Carla,Lindlar,GER
205722,Valentina,Stephan,GER
205723,Anna,Zaja,GER
205724,Ineke,Mergaert,BEL
205725,Raquel,Barcala Lopez,ESP
205726,Tamara,Alvarez Riobo,ESP
205727,Patricia,Vilas Ibanez,ESP
205728,Linda,Berlinecke,GER
205729,Kristina,Benashvili,UZB
205730,Sophie,Cornerotte,BEL
205731,Ema,Polic,SRB
205732,Mara,Zovko,CRO
205733,Bojana,Borovnica,SRB
205734,Aleksandra,Josifoska,MKD
205735,Irene,Santos Bravo,ESP
205736,Carmen,Lopez Rueda,ESP
205737,Carla,Roset Franco,ESP
205738,Karin,Morgosova,SVK
205739,Timna,Ticic,CRO
205740,Dunja,Sunkic,SRB
205741,Natasha,Lotuffo,BRA
205742,Thais,Xavier,BRA
205743,Ai,Koga,JPN
205744,Diana,Narzikulova,UZB
205745,Shahzodaxon,Hatamova,UZB
205746,Diera,Saidmukhamedova,UZB
205747,Jenny Thuy,Le,AUS
205748,Stephanie,Wiltshire,AUS
205749,Olivia,Rich,AUS
205750,Nancy,Ferguson,AUS
205751,Mia,Vriens,AUS
205752,Hayley,Ericksen,AUS
205753,Daniela,Scivetti,AUS
205754,Gabriela,Vieira,BRA
205755,Guadalupe,Moreno,ARG
205756,Carla,Manzi,COL
205757,Claudia,Razzeto,PER
205758,Heini,Salonen,FIN
205759,Margarita,Lazareva,RUS
205760,Anna,Rapoport,RUS
205761,Johanna,Hyoty,FIN
205762,Veera,Nurmi,FIN
205763,Essi,Laine,FIN
205764,Ingrid Alexandra,Radu,ROU
205765,Dalia,Zafirova,BUL
205766,Yuliana,Umanets,UKR
205767,Giulia,Lambiase,ITA
205768,Katarina,Baranova,SVK
205769,Maria Fernanda,Aguirre Arteaga,MEX
205770,Adriana,Guzman,MEX
205771,Naoko,Masuda,JPN
205772,Deeon,Mladin,AUS
205773,Valentina,Starkova,KAZ
205774,Ielyzaveta,Rybakova,UKR
205775,Jennifer,Ren,GBR
205776,Jodie,Williams,GBR
205777,Bouwiena,Boer,NED
205778,Stephanie,Theiler,SUI
205779,Noel,Scott,USA
205780,Tegan,Edwards,RSA
205781,Klara,Koprivova,CZE
205782,Alina,Jerjomina,LAT
205783,Michelle,De Groot,NED
205784,April,Bisharat,USA
205785,Renata,Bakieva,RUS
205786,May,El Wardany,EGY
205787,Francesca,Segarelli,DOM
205788,Ellie,Yates,USA
205789,Na Ri,Kim,KOR
205790,Alexandra,Nancarrow,AUS
205791,Alison,Shemon,AUS
205792,Natalie,Barbir,AUS
205793,Montana,Grenfell,AUS
205794,Dian,Anggraini,INA
205795,Anggrenny,Oky Suconong,INA
205796,Chun Yan,He,CHN
205797,Cynthia,Melita,INA
205798,Yi,Yang,CHN
205799,Dane,Vorster,AUS
205800,Molly,Polak,AUS
205801,Natasha,Pawlowski,AUS
205802,Shakhnoza,Karieva,UZB
205803,Stephanie,Hoffpauir,USA
205804,Nicole,Bartnik,USA
205805,Karolina,Chernaya,UZB
205806,Marina,Zhurba,UKR
205807,Yulia,Pilnik,UKR
205808,Hermon,Brhane,GER
205809,Anastasia,Putilina,RUS
205810,Iryna,Kyrychenko,UKR
205811,Yuliya,Artsiomava,BLR
205812,Anastasiya,Kyrylova,UKR
205813,Julia,Samuseva,RUS
205814,Aleksandra,Filipovski,HUN
205815,Eri,Hozumi,JPN
205816,Julia,Kushnereva,RUS
205817,Gloire,Mfoumouangana,FRA
205818,Zerina,Gozhdari,ALB
205819,Eleonor,Picot,FRA
205820,Renata,Kuricova,SVK
205821,Kaja,Rajh,SLO
205822,Aleksandra,Lukic,SLO
205823,Anna,Mamalat,USA
205824,Ema,Mikulcic,CRO
205825,Neira,Fatic,BIH
205826,Veronika,Domagala,POL
205827,Lucia,Vrskova,SVK
205828,Nayara,Candido De Moraes,BRA
205829,Sabrina,Dos Reis,BRA
205830,Maria Claudia,Santos Santanna,BRA
205831,Isabella,Robbiani,PAR
205832,Gabriella,Barbosa Costa Silva,BRA
205833,Isabela,Miro,BRA
205834,Karina,Venditti,BRA
205835,Beatriz Maria,Martins Cecato,BRA
205836,Melanie,Delsart,ARG
205837,Melina,Ferrero,ARG
205838,Flavia,Nagayama,BRA
205839,Estefania,Donnet,ARG
205840,Monique,Albuquerque,BRA
205841,Brenda,Moreira,BRA
205842,Carla,Lucero,ARG
205843,Sonya,Latycheva,CAN
205844,Maria Paula,Ribero,COL
205845,Josymar,Escalona,VEN
205846,Li,Xi,CHN
205847,Carla,Forte,BRA
205848,Nathaly,Kurata,BRA
205849,Lucia,Sainz Pelegri,ESP
205850,Yoko,Naito,JPN
205851,Melissa,Missaglia,ITA
205852,Elena,Rutigliano,ITA
205853,Martina,Toto,ITA
205854,Camilla,Bortolon,ITA
205855,Elyne,Boeykens,BEL
205856,Anouk,Delefortrie,BEL
205857,Marine,Verbeken,BEL
205858,Shiho,Sakagawa,JPN
205859,Maho,Kowase,JPN
205860,Saya,Yoshimi,JPN
205861,Makiho,Kozawa,JPN
205862,Kaede,Ikuma,JPN
205863,Veronika,Birioukova,USA
205864,Sofiko,Sharangia,GEO
205865,Jane,Sushkova,KAZ
205866,Jenya,Plevako,KAZ
205867,Ana,Batiri,MDA
205868,Laura,Heckler,GER
205869,Alix,Collombon,FRA
205870,Silvia,Fuentes Perez,ESP
205871,Andrea,Retolaza Andrade,ESP
205872,Noemi,Novo Pereira,ESP
205873,Anna,Morgina,RUS
205874,Stefania,Fadabini,ITA
205875,Chantal,Skamlova,SVK
205876,Lucia,Kovarcikova,SUI
205877,Angelique,Van Der Meet,NED
205878,Ekaterina,Tsiklauri,RUS
205879,Diana,Davitaia,GEO
205880,Ana,Jikia,GEO
205881,Lucia,Martinez Gomez,ESP
205882,Leia,Kaukonen,FIN
205883,Anett,Schutting,EST
205884,Alexandra,Cannizzaro,AUS
205885,Vivian,Janecki,AUS
205886,Kassandra,Dunser,AUS
205887,Coline,Chauvet,FRA
205888,Alina,Baronova,UZB
205889,Anne Valerie,Evain,FRA
205890,Barbara,Sobaszkiewicz,POL
205891,Annie,Mulholland,USA
205892,Giuliana,Olmos,MEX
205893,Maria Tania,Abraham,ARG
205894,Olawaseun,Ogundare,NGR
205895,Sharani,Gaini,IND
205896,Ebere,Fortune,NGR
205897,Nimom,Segodo,BEN
205898,Abiodun,Oyegoke,NGR
205899,Carla,Georgescu,AUS
205900,Beauty,Oghenekevwe,NGR
205901,Marie Claude,Ndzoudja,CMR
205902,Jacinta,Agim,NGR
205903,Ngozi,Dirisu,NGR
205904,Mina,Gardic,SRB
205905,Erin,Liefeld,AUS
205906,Karen,Filippou,AUS
205907,Rana,Sherif Ahmed,EGY
205908,Menna,El Nagdy,EGY
205909,Ola,Abou Zekry,EGY
205910,Lucia,Jara Lozano,ARG
205911,Florencia,Di Biasi,ARG
205912,Agustina Sol,Eskenazi,ARG
205913,Luciana,Sarmenti,ARG
205914,Natali,Balige,ARG
205915,Amira,Pirovani,ARG
205916,Alina,Sullivan,MEX
205917,Kyle,Mcphillips,USA
205918,Ulrikke,Eikeri,NOR
205919,Georgina,Carswell,AUS
205920,Darya,Lebesheva,BLR
205921,Vladislava,Kuzmenkova,BLR
205922,Chanelle,Van Nguyen,USA
205923,Abbie,Myers,AUS
205924,Malin,Ulvefeldt,SWE
205925,Aliaksandra,Sasnovich,BLR
205926,Hyun Hee,Jang,KOR
205927,Alina,Wessel,GER
205928,Harriet,Sheahan,AUS
205929,Sandy,Vo,AUS
205930,Hye Min,Lee,KOR
205931,Barbara,Rush,ARG
205932,Samantha,Czarniak Rego,BRA
205933,Eduarda,Piai,BRA
205934,Stacey,Kyriakopoulos,AUS
205935,Stefani,Stojic,AUS
205936,Maya,Wakui,JPN
205937,Bella,Destriana,INA
205938,Carolina,Zeballos,ARG
205939,Anna,Shkudun,UKR
205940,Zane,Zarina,LAT
205941,Ganna,Poznikhirenko,UKR
205942,Ekaterina,Yakovleva,RUS
205943,Elodie,Rogge Dietrich,FRA
205944,Lidziya,Marozava,BLR
205945,Shiori,Araki,JPN
205946,Se Jin,Lee,KOR
205947,Ji Sun,Kim,KOR
205948,Elena,Bertoia,ITA
205949,Dilara,Yurtkuran,TUR
205950,Asli,Turksoy,TUR
205951,Busra,Kayrun,TUR
205952,Nilgen,Ahmetspahic,SUI
205953,Zsofia,Miko,HUN
205954,Ivana,Klepic,CRO
205955,Yawna,Allen,USA
205956,Giannina,Minieri,CHI
205957,Alejandra,Lozano,MEX
205958,Ana Victoria,Pimienta,MEX
205959,Hilary,Toole,USA
205960,Carolina,Maso,MEX
205961,Ivana,King,USA
205962,Gira,Schofield,USA
205963,Giulia,Sussarello,ITA
205964,Laetitia,Sarrazin,FRA
205965,Sarah,Mateo,FRA
205966,Svetlana,Piquerez,FRA
205967,Alejandra,Sala Juste,ESP
205968,Sofia,Compostizo De Andres,ESP
205969,Yana,Sizikova,RUS
205970,Beatriz,Morales Hernandez,ESP
205971,Leire,Martinez Barredo,ESP
205972,Mariona,Del Peral Francin,ESP
205973,Eva,Rodriguez De Las Heras,ESP
205974,Susanna,Ciccone,ITA
205975,Gabbi,Tepic,SWE
205976,Besarta,Avdullahi,SWE
205977,Verena,Schmid,GER
205978,Solene,Ficheux,FRA
205979,Katharina,Holert,GER
205980,Fabienne,Vincon,GER
205981,Gabriela,Horackova,CZE
205982,Lucia,Paz Monteagudo,ESP
205983,Josepha,Adam,FRA
205984,Linda,Prenkovic,GER
205985,Inna,Kuzmenko,RUS
205986,Hannah,James,GBR
205987,Claire,Bartlett,USA
205988,Carmen,Sandor,CAN
205989,Elisabeth,Fournier,CAN
205990,Aya,Bara,CAN
205991,Amy,He,CAN
205992,Stephanie,Scimone,ITA
205993,Maeva,Razakasoa,FRA
205994,Pippa,Carr,GBR
205995,Aleksandra,Nionova,LAT
205996,Hannah,Hume,GBR
205997,Emilia,Banos Gregorians,GBR
205998,Manisha,Foster,GBR
205999,Zuzana,Linhova,CZE
206000,Kana,Daniel,JPN
206001,Khrystyna,Pavlyuk,UKR
206002,Tamara,Bizhukova,RUS
206003,Laura,Schaeder,GER
206004,Anastasia,Wagner,GER
206005,Diana,Stomlega,ROU
206006,Fernanda,Soares,BRA
206007,Laura,Pigossi,BRA
206008,Liz Tatiane,Koehler Bogarin,BRA
206009,Giovanna,Tomita,BRA
206010,Giovanna,Portiolli,BRA
206011,Flavia,Guimaraes Bueno,BRA
206012,Flavia,Dechandt Araujo,BRA
206013,Julianna Barbosa,Bacelar,BRA
206014,Aneliya,Kairlenova,KAZ
206015,Mukhabbat,Saidova,RUS
206016,Asiya,Dair,KAZ
206017,Xiao,Zhou,CHN
206018,Ziqi,Hou,CHN
206019,Cheng Ling,Huang,CHN
206020,Rina,Fujiwara,JPN
206021,Suzuka,Furukawa,JPN
206022,Sirui,He,CHN
206023,Majoly,De Wilde,BEL
206024,Voni,Darlina,INA
206025,Yuka,Mori,JPN
206026,Laili,Rahmawati Ulfa,INA
206027,Angelica,Moratelli,ITA
206028,Alena,Tarasova,RUS
206029,Bianca,Koch,GER
206030,Julia,Wachaczyk,GER
206031,Carolin,Daniels,GER
206032,Lisa Marie,Maetschke,GER
206033,Saana,Saarteinen,FIN
206034,Katerina,Kaminkova,CZE
206035,Petra,Rohanova,CZE
206036,Maria Angelica,Tangarife,COL
206037,Daniela,Seguel,CHI
206038,Mariana,Demichelli Vergara,PER
206039,Marie Elise,Casares,ECU
206040,Karen,Hernandez,MEX
206041,Laura,Ucros,COL
206042,Andrea,Prisco,COL
206043,Victoire,Mfoumouangana,FRA
206044,Bernice,Van De Velde,NED
206045,Quirine,Lemoine,NED
206046,Marcelina,Cichon,POL
206047,Carlotta,Orlando,ITA
206048,Ksenia,Gospodinova,RUS
206049,Jovana,Jaksic,SRB
206050,Karina,Goia,ROU
206051,Marina,Kachar,SRB
206052,Kamila,Abdukadirova,AZE
206053,Costanza,Mecchi,ITA
206054,Helen,De Cesare,THA
206055,Claudia Antonia,Enache,ROU
206056,Claudia Gianina,Dumitrescu,ROU
206057,Simona,Ionescu,ROU
206058,Patricia,Chirea,ROU
206059,Barbare,Eristavi,GEO
206060,Ani,Amiraghyan,ARM
206061,Annika,Sillanpaa,FIN
206062,Adrija,Runcha,LAT
206063,Caroline,Rohde Moe,NOR
206064,Cecilia,Estlander,FIN
206065,Liubov,Vasilyeva,RUS
206066,Hanna,Tolonen,FIN
206067,Anastasia,Stepu,BUL
206068,Ksenya,Bardabush,UKR
206069,Marianna,Zakarlyuk,UKR
206070,Sofiya,Kovalets,UKR
206071,Erin,Clark,USA
206072,Nina,Catovic,AUS
206073,Eleanor,Dean,GBR
206074,Ebony,Panoho,AUS
206075,Hiroko,Kuwata,JPN
206076,Yuumi,Totsuka,JPN
206077,Miharu,Imanishi,JPN
206078,Miu,Ema,JPN
206079,Brooke,Rischbieth,AUS
206080,Karis,Ryan,AUS
206081,Caitlin,Whoriskey,USA
206082,Alexandra,Hirsch,USA
206083,Rachael,Tredoux,AUS
206084,Flora,Birnbaum,FRA
206085,Yasmin,Ebada,EGY
206086,Mai,El Kamash,EGY
206087,Margarita Greta,Skripnik,ISR
206088,Volha,Kalodzitsa,BLR
206089,Stephanie,Ntcha,BEN
206090,Adeyinka Elisabeth,Thompson,NGR
206091,Yolande,Leacock,TRI
206092,Ana Gabriela,Llera,PUR
206093,Brooke,Taylor,AUS
206094,Anneliese,Tepper,AUS
206095,Valeriya,Boyanovska,UKR
206096,Viktoriya,Lushkova,UKR
206097,Erin,Billett,AUS
206098,Lucia,Butkovska,SVK
206099,Raquel,Piltcher,BRA
206100,Julija,Kulibaba,LAT
206101,Nikola,Horakova,CZE
206102,Ankita,Raina,IND
206103,Ashvarya,Shrivastava,IND
206104,Sharmada,Balu,IND
206105,Rutuja,Bhosale,IND
206106,Prarthana G,Thombare,IND
206107,Zhaoxuan,Yang,CHN
206108,Jennifer,Brady,USA
206109,Gopika,Kapoor,IND
206110,Aishwarya,Agrawal,IND
206111,Hua Chen,Lee,TPE
206112,Garima,Vatwani,IND
206113,Nehel,Sahni,IND
206114,Kimberly,Yee,USA
206115,Carolina,Prats Millan,ESP
206116,Sofia,Dmitrieva,RUS
206117,Amina,Mukhametshina,UZB
206118,Farangiz,Shamsieva,UZB
206119,Maria Patricia,Cordova,MEX
206120,Mengjuan,Yi,CHN
206121,Agnes,Gee,HUN
206122,Chiara,Mendo,ITA
206123,Desiree,Bastianon,BEL
206124,Tereza,Martincova,CZE
206125,Mateja,Kraljevic,SUI
206126,Ju Eun,Kim,KOR
206127,Gyung Eun,Song,KOR
206128,Ji Hye,Kim,KOR
206129,Hwa,Lee,KOR
206130,Tjasa,Srimpf,SLO
206131,Francesca,Mazzali,ITA
206132,Martina,Parmigiani,ITA
206133,Yanina,Darishina,RUS
206134,Valeria,Patiuk,ISR
206135,Lutfiye,Esen,TUR
206136,Deniz,Khazaniuk,ISR
206137,Oleksandra,Piskun,UKR
206138,Janine,Koleta,SLO
206139,Hye Jin,Byun,KOR
206140,Ji Hyun,Lee,KOR
206141,So Hyun,Bae,KOR
206142,Yun Hee,Kim,KOR
206143,Tanya,Samodelok,RUS
206144,Xenia,Knoll,SUI
206145,Diana,Sumova,CZE
206146,Catalina,Pella,ARG
206147,Sofia,Luini,ARG
206148,Andrea,Paredes,CHI
206149,Gabriela,Coglitore,VEN
206150,Napatsakorn,Sankaew,THA
206151,Kamonwan,Buayam,THA
206152,Anna,Tyulpa,RUS
206153,Nahathai,Khuntaket,THA
206154,Varunya,Wongteanchai,THA
206155,Mizuki,Konakawa,JPN
206156,Lorenza,Stefanelli,ITA
206157,Natalie,Pluskota,USA
206158,Martina,Trierweiler,BRA
206159,Zarina,Jumajanova,KAZ
206160,Zalina,Khairudinova,KAZ
206161,Alisa,Danilova,RUS
206162,Kamila,Kerimbayeva,KAZ
206163,Elizaveta Anna,Nemchinov,USA
206164,Yelena,Nemchen,KAZ
206165,Jennifer,Migan,FRA
206166,Jade,Suvrijn,FRA
206167,Ana Maria,Crisan,ROU
206168,Taisiya,Zakarlyuk,UKR
206169,Elyzaveta,Tymchenko,UKR
206170,Rachel,Girard,FRA
206171,Alice,Bacquie,FRA
206172,Chiara,Pappacena,ITA
206173,Beatrice,Lombardo,ITA
206174,Cecilia,Costa Melgar,CHI
206175,Tess,Sugnaux,SUI
206176,Samira,Giger,SUI
206177,Joana,Eidukonyte,LTU
206178,Susanne,Celik,SWE
206179,Nika,Kovac,SLO
206180,Ghislaine,Van Baal,NED
206181,Eva,Wacanno,NED
206182,Sabrina,Baumgarten,GER
206183,Cindy,Burger,NED
206184,Kelly,Versteeg,NED
206185,Aliona,Ladutska,BLR
206186,Ekaterina,Nikitina,RUS
206187,Varvara,Kuznetsova,RUS
206188,Viktoryia,Mun,BLR
206189,Palina,Dubavets,BLR
206190,Anastasia,Klyueva,RUS
206191,Giuliana,Pino,ARG
206192,Ximena,Siles Luna,PER
206193,Rocio,Macri,ARG
206194,Gabriela,Ce,BRA
206195,Ya,Zhou,CHN
206196,Ajeng,Aquinia,INA
206197,Xi Yao,Wang,CHN
206198,Xuanshuo,Ou,CHN
206199,Ai Wen,Zhu,CHN
206200,Alice Andrada,Radu,ROU
206201,Virginia Eliana,Tica,ROU
206202,Raphaela,Zotter,AUT
206203,Alisa Juliana,Caluseriu,ROU
206204,Larisa,Sporea,ROU
206205,Min,Liu,CHN
206206,Alexandra,Ion,ROU
206207,Francesca,Palmigiano,ITA
206208,Giulia,Gasparri,ITA
206209,Maria,Masini,ITA
206210,Noemi,Hemmerich,GER
206211,Anna,Klasen,GER
206212,Ruth,Seaborne,GBR
206213,Amy,Bowtell,IRL
206214,Franziska,Koenig,GER
206215,Mariangeles,Gomez Quintana,ESP
206216,Olga,Saez Larra,ESP
206217,Andjela,Novcic,SRB
206218,Sarah,Petrides,FRA
206219,Oceane,Dodin,FRA
206220,Mathilde,Cor,FRA
206221,Magalie,Girard,FRA
206222,Madeline,Bosnjak,GER
206223,Sabina,Kurbanova,RUS
206224,Katja,Milas,CRO
206225,Evgeniya,Svintsova,RUS
206226,Sofiya,Chekunova,UKR
206227,Cemre,Anil,TUR
206228,Anette,Munozova,SWE
206229,Natia,Gegia,GEO
206230,Alicia,Barnett,GBR
206231,Alexandra,Walker,GBR
206232,Francesca,Lewis,GBR
206233,Abbi,Melrose,GBR
206234,Emily,Dunne,GBR
206235,Rocio,Martin Fernandez,ESP
206236,Natalia,Galan Gomez,ESP
206237,Arianna,Paules Aldrey,ESP
206238,Jasmin,Kling,GER
206239,Marina,Danzini,BRA
206240,Patricia,Ku Flores,PER
206241,Belen,Luduena,CHI
206242,Beatriz,Haddad Maia,BRA
206243,Priscila,Garcia,BRA
206244,Gulchekhra,Muhammadsidikova,UZB
206245,Ofri,Lankri,ISR
206246,Mubina,Vahobova,UZB
206247,Jessica,Raith,GER
206248,Iva,Primorac,CRO
206249,Nicky,Van Dyck,BEL
206250,Michaela,Boev,BEL
206251,Kimberley,Zimmermann,BEL
206252,Barbora,Krejcikova,CZE
206253,Ivonne,Cavalle Reimers,ESP
206254,Anna,Velica,SWE
206255,Patricia Maria,Tig,ROU
206256,Yukino,Emi,JPN
206257,Yasuyo,Numajiri,JPN
206258,Dunja,Stamenkovic,SRB
206259,Katarina,Adamovic,SRB
206260,Julija,Lukac,SRB
206261,Camila,Tobar,COL
206262,Veronica M,Corning,USA
206263,Laura Sofia,Sanchez Perez,COL
206264,Diana,Woodcock,COL
206265,Patricia,Cortes,BOL
206266,Milagros,Cubelli,ARG
206267,Mikele,Irazusta,ARG
206268,Dejana,Raickovic,GER
206269,Danijela,Tomic,SRB
206270,Ashley,Keir,AUS
206271,Chisa,Hosonuma,JPN
206272,Asako,Sato,JPN
206273,Claudia,Coppola,ITA
206274,Agathe,Timsit,FRA
206275,Maud,Vigne,FRA
206276,Ainhoa,Atucha Gomez,ESP
206277,Marine,Partaud,FRA
206278,Lyann,Hoang,AUS
206279,Stephanie,Bengson,AUS
206280,Elena,Cerezo Codina,ESP
206281,Mayya,Katsitadze,RUS
206282,Anastasia,Vovk,RUS
206283,Ziyue,Sun,CHN
206284,Antonina,Rafikova,RUS
206285,Inna,Volkovich,KGZ
206286,Nune,Khachatryan,ARM
206287,Ani,Gogvadze,GEO
206288,Tamari,Chalaganidze,GEO
206289,Maria,Sakkari,GRE
206290,Nives,Baric,AUS
206291,Mary Ann,Balint,AUS
206292,Astra,Sharma,AUS
206293,Maree Teiwa,Casey,AUS
206294,Yue,Yuan,CHN
206295,Emi,Yamaguchi,JPN
206296,Natsumi,Kobayashi,JPN
206297,Nour,Azzouz,EGY
206298,Nidhi,Chilumula,IND
206299,Sarah,Adegoke,NGR
206300,Rose,Ojonimi,NGR
206301,Biola,Akewula,NGR
206302,Gaia,Sanesi,ITA
206303,Karina,Rovira,USA
206304,Yolimar,Ogando,PUR
206305,Sylvia,Krywacz,USA
206306,Koralie,Etienne,PUR
206307,Sherry,Li,USA
206308,Katrine Isabel,Steffensen,USA
206309,Lolade,Ogungbesan,GBR
206310,Misaki,Mori,JPN
206311,Ekaterina,Tour,ISR
206312,Shani,Blecher,ISR
206313,Lee,Or,ISR
206314,Noy,Mor,ISR
206315,Danielle,Zinn,ISR
206316,Libi,Mesh,ISR
206317,Rona,Lavian,ISR
206318,Gulben,Guldas,TUR
206319,Ekin,Bahitli,TUR
206320,Vita,Taher,INA
206321,Boyan,Wang,CHN
206322,Nadya,Syarifah,INA
206323,Leah,Daw,AUS
206324,Michaela,Capannolo,AUS
206325,Monika,Tumova,CZE
206326,Dana,Machalkova,CZE
206327,Olivia,Matuszak,GER
206328,Paulina,Petriskova,SVK
206329,Montserrat,Gonzalez,PAR
206330,Daniela,Degano,ARG
206331,Jazmin,Britos,PAR
206332,Camila,Giangreco Campiz,PAR
206333,Linda,Mair,ITA
206334,Alena,Poletinova,CZE
206335,Jesika,Maleckova,CZE
206336,Julia,Stamatova,BUL
206337,Clelia,Melena,SUI
206338,Stefania,Rubini,ITA
206339,Olga,Parres Azcoitia,ESP
206340,Paula,Mocete Talamantes,ESP
206341,Maria Constanza De Las Mercedes,Vega,ARG
206342,Ornella,Caron,ARG
206343,Stephanie Mariel,Petit,ARG
206344,Fernanda,Brito,CHI
206345,Victoria,Bosio,ARG
206346,Denise,Starr,USA
206347,Courtney,Colton,USA
206348,Aimee,Gibson,GBR
206349,Mayo,Hibi,JPN
206350,Christina,Makarova,USA
206351,Rio,Kitagawa,JPN
206352,Noelle,Hickey,USA
206353,Lauren,Marker,USA
206354,Lina,Qostal,MAR
206355,Rebecca,Leahy,AUS
206356,Mia,Middleton,NZL
206357,Angelique,Svinos,AUS
206358,Claudia,Williams,NZL
206359,Luci,Barlow,NZL
206360,Yihong,Li,CHN
206361,Nicole,Hoynaski,AUS
206362,Naiktha,Bains,AUS
206363,Anna,Danilina,KAZ
206364,Paula,Feitosa,BRA
206365,Breaunna,Addison,USA
206366,Suzanna,Grigoryan,RUS
206367,Spurti,Shivalingaiah,IND
206368,Veronika,Kudermetova,RUS
206369,Emiliya,Gadzhieva,RUS
206370,Daria,Salnikova,RUS
206371,Alina,Silich,RUS
206372,Julaluck,Sae Eung,THA
206373,Regina,Clark,MEX
206374,Yafan,Wang,CHN
206375,Sonia,Daggou,TUN
206376,Nour,Abbes,TUN
206377,Emma,Janssen,BEL
206378,Elke,Lemmens,BEL
206379,Nicole,Robinson,USA
206380,Gabriella,De Santis,VEN
206381,Carmen,Blanco,VEN
206382,Sarahi,Garcia Carrera,MEX
206383,Maria Andrea,Cardenas,VEN
206384,Ana Gabriela,Gerbasi,VEN
206385,Carol,Lombardino Petrocinio,VEN
206386,Isabella,Fernandez Diaz,VEN
206387,Aymet,Uzcategui,VEN
206388,Clementina Eugenia,Riobueno De Paola,VEN
206389,Domenica,Gonzalez,ECU
